Anio,Mes,Dia,Predic_atropello,Predic_choque,Predic_caida,Predic_volcamiento
2021,7,27,10.0,80.0,10.0,4.0
2021,7,28,10.0,80.0,10.0,4.0
2021,7,29,10.0,79.0,10.0,4.0
2021,7,30,11.0,81.0,10.0,4.0
2021,7,31,11.0,74.0,9.0,3.0
2021,8,1,10.0,73.0,9.0,3.0
2021,8,2,10.0,80.0,11.0,3.0
2021,8,3,10.0,82.0,11.0,3.0
2021,8,4,10.0,81.0,10.0,3.0
2021,8,5,10.0,81.0,10.0,3.0
2021,8,6,11.0,82.0,10.0,3.0
2021,8,7,10.0,72.0,9.0,3.0
2021,8,8,10.0,73.0,9.0,3.0
2021,8,9,10.0,80.0,11.0,4.0
2021,8,10,10.0,82.0,11.0,3.0
2021,8,11,10.0,81.0,10.0,3.0
2021,8,12,10.0,81.0,10.0,4.0
2021,8,13,11.0,82.0,10.0,4.0
2021,8,14,10.0,75.0,9.0,3.0
2021,8,15,10.0,73.0,9.0,3.0
2021,8,16,10.0,76.0,10.0,4.0
2021,8,17,10.0,82.0,11.0,4.0
2021,8,18,10.0,81.0,11.0,4.0
2021,8,19,10.0,81.0,10.0,4.0
2021,8,20,11.0,82.0,10.0,4.0
2021,8,21,10.0,75.0,9.0,3.0
2021,8,22,10.0,73.0,9.0,3.0
2021,8,23,10.0,79.0,11.0,4.0
2021,8,24,10.0,82.0,11.0,4.0
2021,8,25,10.0,81.0,11.0,4.0
2021,8,26,10.0,80.0,11.0,4.0
2021,8,27,11.0,82.0,10.0,4.0
2021,8,28,10.0,75.0,9.0,3.0
2021,8,29,10.0,73.0,9.0,3.0
2021,8,30,10.0,79.0,11.0,4.0
2021,8,31,10.0,82.0,11.0,4.0
2021,9,1,10.0,82.0,10.0,3.0
2021,9,2,10.0,82.0,10.0,3.0
2021,9,3,11.0,83.0,10.0,3.0
2021,9,4,10.0,76.0,9.0,3.0
2021,9,5,10.0,74.0,9.0,3.0
2021,9,6,10.0,80.0,11.0,3.0
2021,9,7,10.0,83.0,10.0,3.0
2021,9,8,10.0,82.0,10.0,3.0
2021,9,9,10.0,81.0,10.0,3.0
2021,9,10,11.0,83.0,10.0,3.0
2021,9,11,10.0,76.0,9.0,3.0
2021,9,12,10.0,74.0,9.0,3.0
2021,9,13,10.0,80.0,11.0,4.0
2021,9,14,10.0,83.0,10.0,3.0
2021,9,15,10.0,82.0,10.0,4.0
2021,9,16,10.0,81.0,10.0,4.0
2021,9,17,11.0,83.0,10.0,4.0
2021,9,18,10.0,76.0,9.0,3.0
2021,9,19,10.0,74.0,9.0,3.0
2021,9,20,10.0,80.0,11.0,4.0
2021,9,21,10.0,83.0,10.0,4.0
2021,9,22,10.0,82.0,10.0,4.0
2021,9,23,10.0,81.0,10.0,4.0
2021,9,24,11.0,83.0,10.0,4.0
2021,9,25,11.0,76.0,9.0,3.0
2021,9,26,10.0,74.0,9.0,3.0
2021,9,27,10.0,80.0,11.0,4.0
2021,9,28,10.0,82.0,10.0,4.0
2021,9,29,10.0,82.0,10.0,4.0
2021,9,30,10.0,81.0,10.0,4.0
2021,10,1,10.0,83.0,10.0,3.0
2021,10,2,10.0,76.0,9.0,3.0
2021,10,3,10.0,74.0,9.0,3.0
2021,10,4,10.0,81.0,10.0,3.0
2021,10,5,10.0,83.0,10.0,3.0
2021,10,6,10.0,82.0,10.0,3.0
2021,10,7,10.0,82.0,10.0,3.0
2021,10,8,10.0,83.0,10.0,3.0
2021,10,9,10.0,76.0,9.0,3.0
2021,10,10,10.0,74.0,9.0,3.0
2021,10,11,10.0,81.0,11.0,4.0
2021,10,12,10.0,83.0,10.0,3.0
2021,10,13,10.0,82.0,10.0,3.0
2021,10,14,10.0,82.0,10.0,4.0
2021,10,15,10.0,83.0,10.0,4.0
2021,10,16,10.0,76.0,9.0,3.0
2021,10,17,10.0,74.0,9.0,3.0
2021,10,18,9.0,77.0,10.0,4.0
2021,10,19,10.0,83.0,10.0,4.0
2021,10,20,10.0,82.0,10.0,4.0
2021,10,21,10.0,82.0,10.0,4.0
2021,10,22,11.0,83.0,10.0,4.0
2021,10,23,10.0,76.0,9.0,3.0
2021,10,24,10.0,74.0,9.0,3.0
2021,10,25,10.0,80.0,11.0,4.0
2021,10,26,10.0,83.0,10.0,4.0
2021,10,27,10.0,82.0,10.0,4.0
2021,10,28,10.0,81.0,10.0,4.0
2021,10,29,11.0,83.0,10.0,4.0
2021,10,30,10.0,76.0,9.0,3.0
2021,10,31,10.0,74.0,9.0,3.0
2021,11,1,9.0,77.0,9.0,3.0
2021,11,2,9.0,83.0,10.0,3.0
2021,11,3,9.0,83.0,10.0,3.0
2021,11,4,9.0,82.0,10.0,3.0
2021,11,5,10.0,84.0,10.0,3.0
2021,11,6,10.0,76.0,9.0,3.0
2021,11,7,9.0,75.0,9.0,3.0
2021,11,8,9.0,81.0,10.0,4.0
2021,11,9,9.0,83.0,10.0,4.0
2021,11,10,10.0,83.0,10.0,4.0
2021,11,11,9.0,82.0,10.0,4.0
2021,11,12,10.0,84.0,10.0,4.0
2021,11,13,10.0,76.0,9.0,3.0
2021,11,14,9.0,75.0,9.0,3.0
2021,11,15,9.0,77.0,9.0,4.0
2021,11,16,9.0,83.0,10.0,4.0
2021,11,17,10.0,83.0,10.0,4.0
2021,11,18,9.0,82.0,10.0,4.0
2021,11,19,10.0,83.0,10.0,4.0
2021,11,20,10.0,76.0,9.0,3.0
2021,11,21,9.0,75.0,9.0,3.0
2021,11,22,9.0,81.0,10.0,4.0
2021,11,23,9.0,83.0,10.0,4.0
2021,11,24,10.0,82.0,10.0,4.0
2021,11,25,9.0,82.0,10.0,4.0
2021,11,26,10.0,83.0,10.0,4.0
2021,11,27,10.0,76.0,9.0,3.0
2021,11,28,9.0,74.0,9.0,3.0
2021,11,29,9.0,81.0,10.0,4.0
2021,11,30,9.0,83.0,10.0,4.0
2021,12,1,10.0,83.0,10.0,3.0
2021,12,2,10.0,83.0,10.0,3.0
2021,12,3,11.0,84.0,10.0,3.0
2021,12,4,10.0,77.0,9.0,3.0
2021,12,5,10.0,75.0,8.0,3.0
2021,12,6,10.0,82.0,10.0,3.0
2021,12,7,10.0,84.0,10.0,3.0
2021,12,8,10.0,80.0,9.0,3.0
2021,12,9,10.0,83.0,10.0,3.0
2021,12,10,11.0,84.0,10.0,3.0
2021,12,11,10.0,77.0,9.0,3.0
2021,12,12,10.0,75.0,8.0,3.0
2021,12,13,10.0,82.0,10.0,3.0
2021,12,14,10.0,84.0,10.0,3.0
2021,12,15,10.0,83.0,10.0,3.0
2021,12,16,10.0,83.0,10.0,3.0
2021,12,17,11.0,84.0,10.0,3.0
2021,12,18,10.0,77.0,9.0,3.0
2021,12,19,10.0,75.0,9.0,3.0
2021,12,20,10.0,82.0,10.0,4.0
2021,12,21,10.0,84.0,10.0,3.0
2021,12,22,10.0,83.0,10.0,4.0
2021,12,23,10.0,83.0,10.0,4.0
2021,12,24,11.0,84.0,10.0,4.0
2021,12,25,10.0,73.0,8.0,3.0
2021,12,26,10.0,75.0,9.0,3.0
2021,12,27,10.0,81.0,10.0,4.0
2021,12,28,10.0,84.0,10.0,4.0
2021,12,29,10.0,83.0,10.0,4.0
2021,12,30,10.0,82.0,10.0,4.0
2021,12,31,11.0,84.0,10.0,4.0
2022,1,1,9.0,67.0,8.0,3.0
2022,1,2,9.0,69.0,8.0,3.0
2022,1,3,9.0,75.0,10.0,3.0
2022,1,4,9.0,77.0,10.0,3.0
2022,1,5,9.0,76.0,10.0,3.0
2022,1,6,9.0,75.0,10.0,3.0
2022,1,7,10.0,77.0,10.0,3.0
2022,1,8,9.0,70.0,9.0,3.0
2022,1,9,9.0,69.0,8.0,3.0
2022,1,10,9.0,71.0,9.0,3.0
2022,1,11,9.0,77.0,10.0,3.0
2022,1,12,9.0,76.0,10.0,3.0
2022,1,13,9.0,75.0,10.0,3.0
2022,1,14,10.0,77.0,10.0,3.0
2022,1,15,9.0,70.0,9.0,3.0
2022,1,16,9.0,69.0,8.0,3.0
2022,1,17,9.0,74.0,10.0,4.0
2022,1,18,9.0,76.0,10.0,3.0
2022,1,19,9.0,76.0,10.0,3.0
2022,1,20,9.0,75.0,10.0,3.0
2022,1,21,10.0,77.0,10.0,3.0
2022,1,22,9.0,70.0,9.0,3.0
2022,1,23,9.0,69.0,8.0,3.0
2022,1,24,9.0,74.0,10.0,4.0
2022,1,25,9.0,76.0,10.0,4.0
2022,1,26,9.0,76.0,10.0,4.0
2022,1,27,9.0,75.0,10.0,4.0
2022,1,28,10.0,77.0,10.0,4.0
2022,1,29,9.0,70.0,9.0,3.0
2022,1,30,9.0,68.0,8.0,3.0
2022,1,31,9.0,74.0,10.0,4.0
2022,2,1,10.0,78.0,10.0,3.0
2022,2,2,10.0,78.0,10.0,3.0
2022,2,3,10.0,77.0,10.0,3.0
2022,2,4,10.0,79.0,10.0,3.0
2022,2,5,10.0,72.0,9.0,3.0
2022,2,6,9.0,70.0,8.0,3.0
2022,2,7,10.0,76.0,10.0,3.0
2022,2,8,10.0,78.0,10.0,3.0
2022,2,9,10.0,78.0,10.0,3.0
2022,2,10,10.0,77.0,10.0,3.0
2022,2,11,10.0,79.0,10.0,3.0
2022,2,12,10.0,72.0,9.0,3.0
2022,2,13,9.0,70.0,8.0,3.0
2022,2,14,10.0,76.0,10.0,4.0
2022,2,15,10.0,78.0,10.0,3.0
2022,2,16,10.0,78.0,10.0,3.0
2022,2,17,10.0,77.0,10.0,4.0
2022,2,18,10.0,79.0,10.0,4.0
2022,2,19,10.0,72.0,9.0,3.0
2022,2,20,9.0,70.0,8.0,3.0
2022,2,21,10.0,76.0,10.0,4.0
2022,2,22,10.0,78.0,10.0,4.0
2022,2,23,10.0,78.0,10.0,4.0
2022,2,24,10.0,77.0,10.0,4.0
2022,2,25,10.0,79.0,10.0,4.0
2022,2,26,10.0,72.0,9.0,3.0
2022,2,27,9.0,70.0,8.0,3.0
2022,2,28,10.0,76.0,10.0,4.0
2022,3,1,10.0,78.0,10.0,3.0
2022,3,2,10.0,78.0,10.0,3.0
2022,3,3,10.0,77.0,10.0,3.0
2022,3,4,10.0,78.0,10.0,3.0
2022,3,5,10.0,71.0,9.0,3.0
2022,3,6,9.0,70.0,9.0,3.0
2022,3,7,10.0,76.0,11.0,3.0
2022,3,8,10.0,78.0,10.0,3.0
2022,3,9,10.0,77.0,10.0,3.0
2022,3,10,10.0,77.0,10.0,3.0
2022,3,11,10.0,78.0,10.0,3.0
2022,3,12,10.0,71.0,9.0,3.0
2022,3,13,9.0,70.0,9.0,3.0
2022,3,14,10.0,76.0,11.0,3.0
2022,3,15,10.0,78.0,10.0,3.0
2022,3,16,10.0,77.0,10.0,3.0
2022,3,17,10.0,77.0,10.0,3.0
2022,3,18,10.0,78.0,10.0,3.0
2022,3,19,10.0,71.0,9.0,3.0
2022,3,20,9.0,70.0,9.0,3.0
2022,3,21,9.0,72.0,10.0,3.0
2022,3,22,10.0,78.0,10.0,3.0
2022,3,23,10.0,77.0,10.0,3.0
2022,3,24,10.0,77.0,10.0,4.0
2022,3,25,10.0,78.0,10.0,4.0
2022,3,26,10.0,71.0,9.0,3.0
2022,3,27,9.0,70.0,9.0,3.0
2022,3,28,10.0,76.0,11.0,4.0
2022,3,29,10.0,78.0,10.0,4.0
2022,3,30,10.0,77.0,10.0,4.0
2022,3,31,10.0,77.0,10.0,4.0
2022,4,1,10.0,80.0,10.0,3.0
2022,4,2,10.0,72.0,9.0,3.0
2022,4,3,9.0,71.0,8.0,3.0
2022,4,4,9.0,77.0,10.0,3.0
2022,4,5,9.0,79.0,10.0,3.0
2022,4,6,10.0,79.0,10.0,3.0
2022,4,7,9.0,78.0,10.0,3.0
2022,4,8,10.0,79.0,10.0,3.0
2022,4,9,10.0,72.0,9.0,3.0
2022,4,10,9.0,71.0,8.0,3.0
2022,4,11,10.0,77.0,10.0,3.0
2022,4,12,10.0,79.0,10.0,3.0
2022,4,13,10.0,78.0,10.0,3.0
2022,4,14,9.0,74.0,9.0,3.0
2022,4,15,10.0,76.0,9.0,3.0
2022,4,16,10.0,72.0,9.0,3.0
2022,4,17,9.0,71.0,8.0,3.0
2022,4,18,10.0,77.0,10.0,4.0
2022,4,19,10.0,79.0,10.0,3.0
2022,4,20,10.0,78.0,10.0,4.0
2022,4,21,10.0,78.0,10.0,4.0
2022,4,22,10.0,79.0,10.0,4.0
2022,4,23,10.0,72.0,9.0,3.0
2022,4,24,9.0,71.0,9.0,3.0
2022,4,25,10.0,77.0,10.0,4.0
2022,4,26,10.0,79.0,10.0,4.0
2022,4,27,10.0,78.0,10.0,4.0
2022,4,28,10.0,78.0,10.0,4.0
2022,4,29,10.0,79.0,10.0,4.0
2022,4,30,10.0,72.0,9.0,3.0
2022,5,1,9.0,68.0,8.0,3.0
2022,5,2,10.0,78.0,10.0,3.0
2022,5,3,10.0,80.0,10.0,3.0
2022,5,4,10.0,79.0,10.0,3.0
2022,5,5,10.0,78.0,10.0,3.0
2022,5,6,10.0,80.0,10.0,3.0
2022,5,7,10.0,73.0,9.0,3.0
2022,5,8,9.0,71.0,9.0,3.0
2022,5,9,10.0,77.0,10.0,4.0
2022,5,10,10.0,80.0,10.0,3.0
2022,5,11,10.0,79.0,10.0,3.0
2022,5,12,10.0,78.0,10.0,4.0
2022,5,13,10.0,80.0,10.0,4.0
2022,5,14,10.0,73.0,9.0,3.0
2022,5,15,9.0,71.0,9.0,3.0
2022,5,16,10.0,77.0,10.0,4.0
2022,5,17,10.0,79.0,10.0,4.0
2022,5,18,10.0,79.0,10.0,4.0
2022,5,19,10.0,78.0,10.0,4.0
2022,5,20,10.0,80.0,10.0,4.0
2022,5,21,10.0,73.0,9.0,3.0
2022,5,22,9.0,71.0,9.0,3.0
2022,5,23,10.0,77.0,10.0,4.0
2022,5,24,10.0,79.0,10.0,4.0
2022,5,25,10.0,79.0,10.0,4.0
2022,5,26,10.0,78.0,10.0,4.0
2022,5,27,10.0,80.0,10.0,4.0
2022,5,28,10.0,73.0,9.0,3.0
2022,5,29,9.0,71.0,9.0,3.0
2022,5,30,9.0,74.0,9.0,4.0
2022,5,31,10.0,79.0,10.0,4.0
2022,6,1,9.0,79.0,10.0,3.0
2022,6,2,9.0,79.0,9.0,3.0
2022,6,3,10.0,80.0,9.0,3.0
2022,6,4,10.0,73.0,9.0,3.0
2022,6,5,9.0,72.0,8.0,3.0
2022,6,6,9.0,78.0,10.0,4.0
2022,6,7,9.0,80.0,10.0,3.0
2022,6,8,9.0,79.0,10.0,3.0
2022,6,9,9.0,79.0,10.0,4.0
2022,6,10,10.0,80.0,9.0,4.0
2022,6,11,10.0,73.0,9.0,3.0
2022,6,12,9.0,72.0,8.0,3.0
2022,6,13,9.0,78.0,10.0,4.0
2022,6,14,9.0,80.0,10.0,4.0
2022,6,15,9.0,79.0,10.0,4.0
2022,6,16,9.0,79.0,10.0,4.0
2022,6,17,10.0,80.0,9.0,4.0
2022,6,18,10.0,73.0,9.0,3.0
2022,6,19,9.0,71.0,8.0,3.0
2022,6,20,9.0,74.0,9.0,4.0
2022,6,21,9.0,80.0,10.0,4.0
2022,6,22,9.0,79.0,10.0,4.0
2022,6,23,9.0,78.0,10.0,4.0
2022,6,24,10.0,80.0,9.0,4.0
2022,6,25,10.0,73.0,9.0,3.0
2022,6,26,9.0,71.0,8.0,3.0
2022,6,27,9.0,74.0,9.0,4.0
2022,6,28,9.0,80.0,10.0,4.0
2022,6,29,10.0,79.0,10.0,4.0
2022,6,30,9.0,78.0,10.0,4.0
2022,7,1,10.0,81.0,10.0,3.0
2022,7,2,10.0,74.0,9.0,3.0
2022,7,3,10.0,72.0,9.0,3.0
2022,7,4,9.0,75.0,9.0,3.0
2022,7,5,10.0,81.0,10.0,3.0
2022,7,6,10.0,80.0,10.0,3.0
2022,7,7,10.0,80.0,10.0,3.0
2022,7,8,10.0,81.0,10.0,3.0
2022,7,9,10.0,74.0,9.0,3.0
2022,7,10,10.0,72.0,9.0,3.0
2022,7,11,10.0,78.0,10.0,3.0
2022,7,12,10.0,81.0,10.0,3.0
2022,7,13,10.0,80.0,10.0,3.0
2022,7,14,10.0,79.0,10.0,3.0
2022,7,15,10.0,81.0,10.0,3.0
2022,7,16,10.0,74.0,9.0,3.0
2022,7,17,10.0,72.0,9.0,3.0
2022,7,18,10.0,78.0,10.0,4.0
2022,7,19,10.0,81.0,10.0,3.0
2022,7,20,10.0,76.0,9.0,3.0
2022,7,21,10.0,79.0,10.0,4.0
2022,7,22,10.0,81.0,10.0,4.0
2022,7,23,10.0,74.0,9.0,3.0
2022,7,24,10.0,72.0,9.0,3.0
2022,7,25,10.0,78.0,10.0,4.0
2022,7,26,10.0,80.0,10.0,4.0
2022,7,27,10.0,80.0,10.0,4.0
2022,7,28,10.0,79.0,10.0,4.0
2022,7,29,11.0,81.0,10.0,4.0
2022,7,30,10.0,74.0,9.0,3.0
2022,7,31,10.0,72.0,9.0,3.0
2022,8,1,10.0,80.0,11.0,3.0
2022,8,2,10.0,82.0,11.0,3.0
2022,8,3,10.0,81.0,10.0,3.0
2022,8,4,10.0,81.0,10.0,3.0
2022,8,5,10.0,82.0,10.0,3.0
2022,8,6,10.0,75.0,9.0,3.0
2022,8,7,9.0,70.0,8.0,3.0
2022,8,8,10.0,80.0,11.0,4.0
2022,8,9,10.0,82.0,11.0,3.0
2022,8,10,10.0,81.0,10.0,3.0
2022,8,11,10.0,81.0,10.0,4.0
2022,8,12,10.0,82.0,10.0,4.0
2022,8,13,10.0,75.0,9.0,3.0
2022,8,14,10.0,73.0,9.0,3.0
2022,8,15,9.0,76.0,10.0,4.0
2022,8,16,10.0,82.0,11.0,4.0
2022,8,17,10.0,81.0,11.0,4.0
2022,8,18,10.0,81.0,10.0,4.0
2022,8,19,10.0,82.0,10.0,4.0
2022,8,20,10.0,75.0,9.0,3.0
2022,8,21,10.0,73.0,9.0,3.0
2022,8,22,10.0,79.0,11.0,4.0
2022,8,23,10.0,82.0,11.0,4.0
2022,8,24,10.0,81.0,11.0,4.0
2022,8,25,10.0,80.0,11.0,4.0
2022,8,26,10.0,82.0,10.0,4.0
2022,8,27,10.0,75.0,9.0,3.0
2022,8,28,10.0,73.0,9.0,3.0
2022,8,29,10.0,79.0,11.0,4.0
2022,8,30,10.0,82.0,11.0,4.0
2022,8,31,10.0,81.0,11.0,4.0
2022,9,1,10.0,82.0,10.0,3.0
2022,9,2,10.0,83.0,10.0,3.0
2022,9,3,10.0,76.0,9.0,3.0
2022,9,4,10.0,74.0,9.0,3.0
2022,9,5,10.0,81.0,11.0,3.0
2022,9,6,10.0,83.0,10.0,3.0
2022,9,7,10.0,82.0,10.0,3.0
2022,9,8,10.0,82.0,10.0,3.0
2022,9,9,10.0,83.0,10.0,3.0
2022,9,10,10.0,76.0,9.0,3.0
2022,9,11,10.0,74.0,9.0,3.0
2022,9,12,10.0,80.0,11.0,4.0
2022,9,13,10.0,83.0,10.0,3.0
2022,9,14,10.0,82.0,10.0,3.0
2022,9,15,10.0,81.0,10.0,4.0
2022,9,16,10.0,83.0,10.0,4.0
2022,9,17,10.0,76.0,9.0,3.0
2022,9,18,10.0,74.0,9.0,3.0
2022,9,19,10.0,80.0,11.0,4.0
2022,9,20,10.0,83.0,10.0,4.0
2022,9,21,10.0,82.0,10.0,4.0
2022,9,22,10.0,81.0,10.0,4.0
2022,9,23,10.0,83.0,10.0,4.0
2022,9,24,10.0,76.0,9.0,3.0
2022,9,25,10.0,74.0,9.0,3.0
2022,9,26,10.0,80.0,11.0,4.0
2022,9,27,10.0,82.0,10.0,4.0
2022,9,28,10.0,82.0,10.0,4.0
2022,9,29,10.0,81.0,10.0,4.0
2022,9,30,11.0,83.0,10.0,4.0
2022,10,1,10.0,76.0,9.0,3.0
2022,10,2,9.0,74.0,9.0,3.0
2022,10,3,10.0,81.0,10.0,3.0
2022,10,4,10.0,83.0,10.0,3.0
2022,10,5,10.0,82.0,10.0,3.0
2022,10,6,10.0,82.0,10.0,3.0
2022,10,7,10.0,83.0,10.0,3.0
2022,10,8,10.0,76.0,9.0,3.0
2022,10,9,9.0,74.0,9.0,3.0
2022,10,10,10.0,81.0,11.0,4.0
2022,10,11,10.0,83.0,10.0,3.0
2022,10,12,10.0,82.0,10.0,3.0
